image_filename,reference
1157215900.jpg,"A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread. A woman in a hat is either selling or buying bread that is stacked in two different woven baskets. An older person sits on the street to sell their bread. A person is sitting behind two large baskets of bread. An older asian woman displaying bread for sale"
115767961.jpg,A man in a white and black uniform carries luggage and blankets across a sidewalk outside of a red bricked building. A man in an pilot uniform is walking down the sidewalk carrying luggage. A pilot in his uniform carrying luggage on his way to work. A man walking beside a house with bags. A pilot is leaving a home.
1157855775.jpg,Three people are walking on a lake shore with houses on the other side. People walking along a river near a beautiful homestead. People walking along a lake with houses in the distance. Three people walk on grass adjacent to a river. Three people are standing near a lake.
1158255688.jpg,A woman in a red swimsuit and blue swim cap swims underwater while wearing a pair of yellow nose plugs. A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below. A female swimmer swimming underwater with a nose clip and cap on her head. A female swimmer is submerged horizontally in a swimming pool. A female swimmer in a blue cap swimming underwater.
1158505981.jpg,"An older bearded gentleman in glasses is reading a book in front of an open laptop, possibly in a classroom. An elderly man with glasses pages through a book on a laptop with three other men Four men - one looking at a book - sit in front of laptops. People are engaged in worked involving laptops. Four men sitting and working on laptops."
1158897994.jpg,"A man in a baseball cap cleans out a blue colored pit outside where colorful Christmas lights hang above him. A man in a baseball tee-shirt is sweeping what appears to be an empty pond in a festive looking backyard. A man is sweeping a large blue surface that has ""Rock Bowl"" written on it. A man is sweeping the bottom of an empty shallow pool. Guy in a hat, he is cleaning out an empty pool."
115903799.jpg,"A barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll. A little girl dressed in a princess costume, asleep on a wood floor. There is a girl in all pink sleeping on the floor with her dolls. A girl sleeping with a baby doll wearing a princess costume A child dressed in a princess outfit sleeping."
1159381599.jpg,Person in a brown sweatshirt does a flip in midair over a trampoline with a river and electrical lines in the background. A young adult is doing a back flip on a trampoline near a lake. A woman is doing flips on a trampoline in front of a lake. A woman does a somersault on a trampoline on the beach. Trampolines are a fun way to exercise.
1159425410.jpg,"A female washes her medium-sized dog outdoors in a plastic container while a friend secures it with a leash. A brown dog is in a blue tub, while one person holds his leash and another is soaping him. Two people give a dog a bath outdoors in a blue container. A small brown dog is being washed in a small blue bin. A dog calmly waits until his bath is over."
1159574340.jpg,A child jumping into a lake in a wooded area while another child plays on the shore. The man takes a leap into the water with his shoes on. A child jumps into the water with his sneakers on. Little boy in sneakers jumping into water. A kid jumping into a pool of water.
116002648.jpg,"A child wearing a gray hat and black jacket while sleeping on a red coat. Child in black jacket, red pants and fleece had sleeps on a red jacket. A young child is sleeping on a man's coat on the floor. A young child in a jacket and a hat sleeping. A child sleeping on the floor."
1160034462.jpg,White-haired man in gray sweater and a straw hat sitting on a bench under a tree. The old man in the brown hat is sitting on the bench. A elderly man in a straw hat is sitting on a bench. An old man in a straw hat sits on a park bench. A elderly man sits alone on a park bench.
1160128934.jpg,"Three children sit on the grass, one laying down, one in overalls smiling and one in green looking through a tote bag. Several children are sitting on a blanket on the ground while one digs through a bag. Three small children On a blanket on the ground surrounded by people in wheelchairs. Three kids on a grass field, one of them searching for food in her mom's purse. Three children are sitting in the grass surrounded by their parents."
116021030.jpg,The man in the hooded sweatshirt is controlling the large machine. A man with his jacket hood up sits on a machine. A worker operates machinery on a cold day. A black man operates an orange crane. A man operates an orange crane.
1160441615.jpg,Three girls are walking across a bridge covered with wood and surrounded by trees. Three girls walk under an arbor on a path surrounded by trees. Three women walk through a plant covered atrium hallway. Three girls walking along an arched garden pathway. Three women walking through a tunnel in a park.
1160841776.jpg,The view from a overlook at the public beach. Many people are at a shallow blue beach. People enjoying a sunny day at the beach Numerous people gathered at a beach. A beach is full of many people.
11610969.jpg,"A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes, adults and children within. People are gathered around and walking buy a display of clothing and other items. People are shopping outside surrounded by a metal fence. Various people shop at a street clothing sale. A big outdoor market along a fence."
1161159603.jpg,"A man standing up in a boat paddling toward a shore lined with furniture and other large objects. Man in stand up primitive canoe paddling in urban congested and contaminated area. ON a shantytown lined river, a man in a red shirt paddles a boat while standing. Man paddling a boat on a river near the bank. Man in a boat looking at a disaster."
1162606352.jpg,An Asian woman and an African American woman are displaying their culinary dishes. Two women stand together holding a pot and a pan of food. Two girls with pots show off their cooking. Friend show you what they have cooked. Two women are cooking together
1163282319.jpg,"A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open. A girl dressed in a red top, a red cap, and light colored shorts, sits on a rock outside. A young girl wearing yellow flip-flops is sitting on a large boulder. A little girl in a red hat and yellow flip-flops sits on a rock. The little girl sits on top of a rock."
